rank,strategy_id,tier,instrument,timeframe,total_trades,qualified,composite_score,net_profit,sharpe_ratio,profit_factor,max_drawdown_pct,win_rate,status
329,factory_trad_keltner_breakout_v1,traditional_gen1,GBPUSD,H1,329,1,0.2142,-4117.54,-1.97,0.747,41.18,0.31,ok
330,factory_hyb_donchian_adx_v1,hybrid_gen1,USDCAD,H1,159,1,0.2136,-426.05,-0.229,0.952,19.48,0.352,ok
331,factory_trad_donchian_breakout_v1,traditional_gen1,NZDUSD,H1,470,1,0.2135,-4588.37,-1.598,0.781,47.46,0.315,ok
332,factory_trad_stochastic_v1,traditional_gen1,EURUSD,H1,815,1,0.2135,-1858.4,-0.294,0.95,36.52,0.47,ok
333,factory_trad_roc_momentum_v1,traditional_gen1,GBPUSD,H4,4,0,0.2134,-394.04,0.0,0.0,3.94,0.0,ok
334,factory_hyb_ema_rsi_pullback_v1,hybrid_gen1,EURUSD,H1,2,0,0.2133,-199.0,0.0,0.0,1.99,0.0,ok
335,factory_trad_donchian_breakout_v1,traditional_gen1,EURUSD,H1,501,1,0.2126,-3311.31,-0.899,0.862,36.98,0.323,ok
336,factory_trad_macd_cross_v1,traditional_gen1,USDCHF,H1,912,1,0.212,-2975.46,-0.527,0.917,49.18,0.337,ok
337,factory_hyb_macd_ema_trend_v1,hybrid_gen1,AUDUSD,H1,368,1,0.2117,-2978.08,-1.168,0.828,34.37,0.296,ok
338,factory_trad_atr_breakout_v1,traditional_gen1,NZDUSD,H4,186,1,0.2117,-725.21,-0.51,0.911,15.52,0.349,ok
339,factory_trad_macd_zero_v1,traditional_gen1,USDCHF,H4,233,1,0.2117,-537.0,-0.243,0.951,17.0,0.322,ok
340,factory_trad_sr_bounce_v1,traditional_gen1,NZDUSD,H4,147,1,0.2116,-467.59,-0.364,0.947,15.84,0.415,ok
341,factory_hyb_ema_rsi_pullback_v1,hybrid_gen1,NZDUSD,H1,4,0,0.2115,-116.64,-3.168,0.612,1.99,0.25,ok
342,factory_hyb_macd_rsi_v1,hybrid_gen1,USDCHF,H1,432,1,0.2113,-2076.12,-0.652,0.9,31.52,0.301,ok
343,factory_hyb_bb_rsi_v1,hybrid_gen1,USDCAD,H1,218,1,0.2109,-1069.57,-0.624,0.918,31.36,0.413,ok
344,factory_trad_bb_breakout_v1,traditional_gen1,USDCHF,H1,491,1,0.2109,-3381.08,-0.984,0.846,52.06,0.332,ok
345,factory_trad_bb_breakout_v1,traditional_gen1,EURUSD,H4,127,1,0.2104,-2087.51,-2.237,0.711,28.58,0.276,ok
346,factory_trad_bb_breakout_v1,traditional_gen1,NZDUSD,H1,461,1,0.2103,-4228.39,-1.47,0.792,43.77,0.334,ok
347,factory_trad_sr_bounce_v1,traditional_gen1,EURUSD,H1,561,1,0.2096,-1000.1,-0.175,0.969,24.38,0.433,ok
348,factory_trad_rsi_trend_v1,traditional_gen1,NZDUSD,H4,182,1,0.2092,-342.93,-0.163,0.96,15.85,0.319,ok
349,factory_trad_bb_meanrev_v1,traditional_gen1,USDCAD,H1,344,1,0.209,-1484.04,-0.59,0.921,30.69,0.442,ok
350,factory_trad_ema_trend_v1,traditional_gen1,AUDUSD,H4,291,1,0.2089,-1308.44,-0.726,0.87,32.79,0.234,ok
351,factory_trad_macd_zero_v1,traditional_gen1,USDCAD,H1,424,1,0.2089,-2834.75,-1.048,0.835,29.37,0.304,ok
352,factory_trad_stochastic_v1,traditional_gen1,USDCAD,H1,444,1,0.2089,-1856.71,-0.617,0.916,32.53,0.466,ok
353,factory_trad_atr_trail_v1,traditional_gen1,AUDUSD,H4,285,1,0.2088,-1333.92,-0.753,0.866,33.44,0.225,ok
354,factory_trad_macd_cross_v1,traditional_gen1,AUDUSD,H1,916,1,0.2088,-2818.46,-0.502,0.919,39.98,0.345,ok
355,factory_trad_sma_crossover_v1,traditional_gen1,USDCHF,H1,460,1,0.2088,-1701.96,-0.463,0.919,32.63,0.346,ok
356,factory_trad_price_vs_ma_v1,traditional_gen1,AUDUSD,H4,437,1,0.2084,-1894.63,-0.874,0.843,30.82,0.243,ok
357,factory_trad_bb_breakout_v1,traditional_gen1,EURUSD,H1,512,1,0.2083,-2290.19,-0.545,0.91,30.16,0.336,ok
358,factory_trad_macd_zero_v1,traditional_gen1,AUDUSD,H4,209,1,0.2083,-1185.18,-0.754,0.874,27.43,0.306,ok
359,factory_hyb_ema_rsi_pullback_v1,hybrid_gen1,AUDUSD,H1,4,0,0.208,-114.08,-3.066,0.621,1.99,0.25,ok
360,factory_trad_donchian_breakout_v1,traditional_gen1,EURUSD,H4,129,1,0.208,-1665.93,-1.623,0.777,25.63,0.302,ok
361,factory_trad_macd_zero_v1,traditional_gen1,USDCHF,H1,802,1,0.208,-2947.03,-0.521,0.911,44.2,0.324,ok
362,factory_trad_adx_trend_v1,traditional_gen1,USDCHF,H1,490,1,0.2079,-2950.56,-0.892,0.874,36.8,0.322,ok
363,factory_trad_bb_breakout_v1,traditional_gen1,USDCHF,H4,119,1,0.2078,-512.9,-0.446,0.922,15.83,0.319,ok
364,factory_hyb_psar_macd_v1,hybrid_gen1,USDCHF,H1,325,1,0.2072,-2649.42,-1.073,0.845,33.39,0.32,ok
365,factory_hyb_sma_adx_v1,hybrid_gen1,USDCAD,H4,21,0,0.2072,-209.81,-1.081,0.849,3.05,0.333,ok
366,factory_hyb_sma_adx_v1,hybrid_gen1,GBPUSD,H4,44,0,0.2071,-240.71,-0.595,0.906,6.93,0.364,ok
367,factory_trad_sma_crossover_v1,traditional_gen1,NZDUSD,H1,454,1,0.207,-2389.7,-0.744,0.884,28.12,0.333,ok
368,factory_trad_rsi_trend_v1,traditional_gen1,NZDUSD,H1,753,1,0.2069,-4707.5,-1.075,0.833,48.67,0.291,ok
369,factory_trad_macd_cross_v1,traditional_gen1,NZDUSD,H1,883,1,0.2061,-2402.92,-0.425,0.926,39.42,0.349,ok
370,factory_trad_bb_breakout_v1,traditional_gen1,GBPUSD,H4,126,1,0.2058,-2722.69,-3.299,0.601,39.38,0.262,ok
371,factory_trad_macd_zero_v1,traditional_gen1,NZDUSD,H1,813,1,0.2056,-3884.97,-0.773,0.869,45.5,0.305,ok
372,factory_trad_sr_breakout_v1,traditional_gen1,GBPUSD,H4,78,0,0.2053,-883.29,-1.366,0.811,18.69,0.346,ok
373,factory_trad_roc_momentum_v1,traditional_gen1,USDJPY,H1,11,0,0.2044,-67.72,-4.364,0.535,0.73,0.364,ok
374,factory_trad_vwap_bias_v1,traditional_gen1,GBPUSD,H4,424,1,0.2043,-2471.47,-1.195,0.803,28.43,0.238,ok
375,factory_trad_bb_meanrev_v1,traditional_gen1,NZDUSD,H1,558,1,0.2042,-462.35,-0.033,0.985,26.36,0.448,ok
376,factory_hyb_ema_rsi_pullback_v1,hybrid_gen1,USDCHF,H4,1,0,0.2041,-100.0,0.0,0.0,1.0,0.0,ok
377,factory_hyb_ema_macd_v1,hybrid_gen1,AUDUSD,H1,412,1,0.2037,-900.26,-0.21,0.957,19.25,0.318,ok
378,factory_hyb_ema_rsi_pullback_v1,hybrid_gen1,USDCAD,H1,1,0,0.2037,-100.0,0.0,0.0,1.0,0.0,ok
379,factory_trad_ema_crossover_v1,traditional_gen1,AUDUSD,H1,412,1,0.2037,-900.26,-0.21,0.957,19.25,0.318,ok
380,factory_hyb_keltner_adx_v1,hybrid_gen1,EURUSD,H1,288,1,0.2034,-1770.93,-0.733,0.887,28.51,0.351,ok
381,factory_hyb_donchian_adx_v1,hybrid_gen1,NZDUSD,H1,320,1,0.203,-1784.61,-0.671,0.895,22.94,0.347,ok
382,factory_trad_macd_cross_v1,traditional_gen1,EURUSD,H4,239,1,0.2027,-465.92,-0.234,0.95,17.07,0.36,ok
383,factory_trad_price_vs_ma_v1,traditional_gen1,GBPUSD,H4,486,1,0.2027,-2260.02,-0.981,0.828,26.61,0.228,ok
384,factory_trad_sr_bounce_v1,traditional_gen1,NZDUSD,H1,539,1,0.2026,-1241.94,-0.253,0.959,34.61,0.427,ok
385,factory_trad_bb_breakout_v1,traditional_gen1,AUDUSD,H1,450,1,0.2025,-3161.65,-0.987,0.857,32.65,0.34,ok
386,factory_trad_bb_meanrev_v1,traditional_gen1,EURUSD,H1,633,1,0.202,271.26,0.148,1.008,23.08,0.466,ok
387,factory_hyb_psar_macd_v1,hybrid_gen1,GBPUSD,H1,315,1,0.2019,-1305.0,-0.437,0.927,25.64,0.343,ok
388,factory_trad_macd_cross_v1,traditional_gen1,GBPUSD,H4,234,1,0.2018,-1116.57,-0.721,0.885,18.13,0.338,ok
389,factory_hyb_ema_rsi_pullback_v1,hybrid_gen1,USDCHF,H1,3,0,0.2016,-13.49,-0.34,0.933,1.0,0.333,ok
390,factory_trad_sr_bounce_v1,traditional_gen1,AUDUSD,H4,141,1,0.2013,-807.85,-0.715,0.905,18.86,0.39,ok
391,factory_trad_rsi_meanrev_v1,traditional_gen1,USDCAD,H4,42,0,0.2012,66.03,0.3,1.026,14.58,0.429,ok
392,factory_trad_rsi_trend_v1,traditional_gen1,EURUSD,H4,203,1,0.2011,-2289.53,-1.627,0.767,32.28,0.286,ok
393,factory_trad_keltner_breakout_v1,traditional_gen1,EURUSD,H4,95,1,0.2009,-722.83,-0.851,0.868,20.3,0.316,ok
394,factory_trad_bb_breakout_v1,traditional_gen1,USDCAD,H4,55,0,0.2007,-501.13,-1.064,0.841,12.45,0.309,ok
395,factory_hyb_macd_rsi_v1,hybrid_gen1,NZDUSD,H1,446,1,0.2003,-2080.56,-0.647,0.888,33.35,0.321,ok
396,factory_trad_atr_breakout_v1,traditional_gen1,USDCAD,H1,418,1,0.1995,-3660.34,-1.634,0.802,45.32,0.323,ok
397,factory_trad_sma_trend_v1,traditional_gen1,USDCHF,H4,334,1,0.1995,-1490.79,-0.698,0.872,21.48,0.225,ok
398,factory_trad_stochastic_v1,traditional_gen1,GBPUSD,H1,810,1,0.1992,-1443.62,-0.206,0.963,39.28,0.479,ok
399,factory_hyb_sma_adx_v1,hybrid_gen1,NZDUSD,H4,43,0,0.199,-669.06,-1.997,0.742,11.44,0.302,ok
400,factory_trad_psar_v1,traditional_gen1,EURUSD,H1,1002,1,0.1989,-4024.07,-0.705,0.903,46.97,0.379,ok
401,factory_trad_psar_v1,traditional_gen1,AUDUSD,H4,275,1,0.1986,-555.81,-0.261,0.949,17.87,0.393,ok
402,factory_trad_cci_meanrev_v1,traditional_gen1,AUDUSD,H1,907,1,0.1985,-1407.98,-0.17,0.969,36.89,0.48,ok
403,factory_trad_cci_meanrev_v1,traditional_gen1,EURUSD,H1,951,1,0.1983,-2354.81,-0.352,0.94,42.41,0.487,ok
404,factory_trad_pivot_bounce_v1,traditional_gen1,NZDUSD,H4,1133,1,0.1981,-2284.94,-0.644,0.896,27.28,0.452,ok
405,factory_trad_pivot_bounce_v1,traditional_gen1,EURUSD,H4,1225,1,0.1978,-1388.02,-0.306,0.942,22.97,0.42,ok
406,factory_trad_sr_bounce_v1,traditional_gen1,USDCAD,H4,80,1,0.1973,-442.94,-0.687,0.912,20.1,0.4,ok
407,factory_trad_sma_trend_v1,traditional_gen1,GBPUSD,H4,288,1,0.1972,-624.84,-0.27,0.94,22.46,0.247,ok
408,factory_trad_vwap_bias_v1,traditional_gen1,USDCHF,H4,419,1,0.197,-766.68,-0.264,0.941,24.15,0.253,ok
409,factory_hyb_ema_rsi_pullback_v1,hybrid_gen1,NZDUSD,H4,1,0,0.1969,-100.0,0.0,0.0,1.0,0.0,ok
410,factory_trad_sr_breakout_v1,traditional_gen1,GBPUSD,H1,278,1,0.1969,-3250.0,-1.7,0.762,36.04,0.338,ok
411,factory_trad_atr_breakout_v1,traditional_gen1,GBPUSD,H4,208,1,0.1966,-706.87,-0.449,0.922,19.06,0.356,ok
412,factory_trad_sr_breakout_v1,traditional_gen1,NZDUSD,H1,283,1,0.1966,-2631.91,-1.293,0.811,36.21,0.357,ok
413,factory_hyb_ema_macd_v1,hybrid_gen1,USDCHF,H1,376,1,0.1961,-686.71,-0.16,0.963,37.46,0.324,ok
414,factory_trad_ema_crossover_v1,traditional_gen1,USDCHF,H1,376,1,0.1961,-686.71,-0.16,0.963,37.46,0.324,ok
415,factory_hyb_macd_ema_trend_v1,hybrid_gen1,NZDUSD,H1,362,1,0.196,-1770.9,-0.625,0.894,34.09,0.32,ok
416,factory_trad_atr_trail_v1,traditional_gen1,GBPUSD,H4,333,1,0.1957,-1489.84,-0.72,0.868,27.23,0.234,ok
417,factory_trad_price_vs_ma_v1,traditional_gen1,USDCHF,H4,462,1,0.1951,-2038.83,-0.857,0.838,31.51,0.236,ok
418,factory_trad_pivot_bounce_v1,traditional_gen1,USDCHF,H4,1141,1,0.1948,-706.89,-0.147,0.965,30.98,0.431,ok
419,factory_trad_rsi_trend_v1,traditional_gen1,USDCAD,H1,385,1,0.1945,-3038.56,-1.217,0.81,35.67,0.301,ok
420,factory_hyb_donchian_adx_v1,hybrid_gen1,USDCAD,H4,45,0,0.194,-334.99,-0.811,0.879,9.52,0.356,ok
421,factory_trad_macd_zero_v1,traditional_gen1,USDCAD,H4,109,1,0.194,-680.95,-0.801,0.867,18.15,0.312,ok
422,factory_hyb_ema_macd_v1,hybrid_gen1,USDCAD,H4,53,0,0.1932,-725.24,-1.837,0.749,11.07,0.264,ok
423,factory_trad_ema_crossover_v1,traditional_gen1,USDCAD,H4,53,0,0.1932,-725.24,-1.837,0.749,11.07,0.264,ok
424,factory_trad_price_vs_ma_v1,traditional_gen1,NZDUSD,H4,453,1,0.1928,-517.99,-0.162,0.957,20.59,0.263,ok
425,factory_trad_rsi_meanrev_v1,traditional_gen1,USDCHF,H1,309,1,0.1923,-877.18,-0.319,0.95,29.09,0.408,ok
426,factory_trad_ema_trend_v1,traditional_gen1,GBPUSD,H4,337,1,0.1912,-1531.73,-0.733,0.866,28.29,0.234,ok
427,factory_hyb_donchian_adx_v1,hybrid_gen1,AUDUSD,H1,339,1,0.1909,-3372.6,-1.459,0.796,34.42,0.319,ok
428,factory_trad_keltner_breakout_v1,traditional_gen1,GBPUSD,H4,91,1,0.1902,-357.01,-0.374,0.932,20.29,0.363,ok
429,factory_hyb_ema_rsi_pullback_v1,hybrid_gen1,EURUSD,H4,1,0,0.1897,-100.0,0.0,0.0,1.0,0.0,ok
430,factory_hyb_keltner_adx_v1,hybrid_gen1,EURUSD,H4,82,1,0.1892,-735.79,-1.027,0.844,20.59,0.317,ok
431,factory_trad_macd_cross_v1,traditional_gen1,GBPUSD,H1,896,1,0.1885,-634.2,-0.024,0.984,31.78,0.345,ok
432,factory_hyb_macd_rsi_v1,hybrid_gen1,USDCAD,H1,228,1,0.1884,-4192.77,-3.436,0.564,44.91,0.237,ok
433,factory_trad_vwap_bias_v1,traditional_gen1,NZDUSD,H4,429,1,0.1881,-1165.09,-0.486,0.902,19.87,0.254,ok
434,factory_trad_donchian_breakout_v1,traditional_gen1,USDCAD,H4,56,0,0.1876,-357.38,-0.687,0.892,14.08,0.339,ok
435,factory_trad_price_vs_ma_v1,traditional_gen1,USDCAD,H4,208,1,0.1876,-1294.23,-1.238,0.782,19.15,0.264,ok
436,factory_trad_roc_momentum_v1,traditional_gen1,NZDUSD,H4,12,0,0.1864,-103.46,-1.041,0.851,3.63,0.417,ok
437,factory_trad_adx_trend_v1,traditional_gen1,EURUSD,H4,144,1,0.1848,-577.46,-0.445,0.916,21.72,0.368,ok
438,factory_hyb_keltner_adx_v1,hybrid_gen1,NZDUSD,H1,256,1,0.1838,-645.81,-0.226,0.953,20.86,0.375,ok
439,factory_trad_keltner_breakout_v1,traditional_gen1,EURUSD,H1,334,1,0.1834,-1403.98,-0.452,0.922,31.7,0.356,ok
440,factory_trad_ema_trend_v1,traditional_gen1,USDCAD,H1,641,1,0.1825,-3040.45,-0.911,0.826,41.11,0.226,ok
441,factory_trad_macd_zero_v1,traditional_gen1,GBPUSD,H4,219,1,0.1822,-1312.51,-0.815,0.863,24.85,0.306,ok
442,factory_trad_atr_trail_v1,traditional_gen1,USDCAD,H4,150,1,0.1821,-753.07,-0.775,0.855,20.47,0.207,ok
443,factory_hyb_stoch_trend_v1,hybrid_gen1,GBPUSD,H1,279,1,0.182,-915.64,-0.367,0.94,27.67,0.398,ok
444,factory_trad_atr_breakout_v1,traditional_gen1,EURUSD,H1,845,1,0.1818,-4428.51,-0.925,0.875,45.7,0.343,ok
445,factory_trad_ema_trend_v1,traditional_gen1,USDCAD,H4,151,1,0.1815,-812.21,-0.843,0.846,20.47,0.212,ok
446,factory_trad_atr_trail_v1,traditional_gen1,USDCAD,H1,636,1,0.1812,-3061.26,-0.93,0.823,40.93,0.225,ok
447,factory_trad_stochastic_v1,traditional_gen1,NZDUSD,H1,829,1,0.1804,-1614.95,-0.242,0.961,38.34,0.483,ok
448,factory_hyb_stoch_trend_v1,hybrid_gen1,USDCAD,H1,142,1,0.1801,-1839.87,-1.911,0.753,28.35,0.359,ok
449,factory_hyb_keltner_adx_v1,hybrid_gen1,USDCHF,H1,273,1,0.18,-1364.55,-0.568,0.912,21.33,0.355,ok
450,factory_trad_vwap_bias_v1,traditional_gen1,USDCAD,H4,200,1,0.1795,-1887.9,-1.947,0.694,22.85,0.24,ok
451,factory_trad_donchian_breakout_v1,traditional_gen1,USDCAD,H1,249,1,0.1789,-2359.8,-1.277,0.824,23.6,0.317,ok
452,factory_trad_sr_breakout_v1,traditional_gen1,USDCAD,H1,142,1,0.1778,-1187.21,-0.982,0.855,21.41,0.338,ok
453,factory_trad_adx_trend_v1,traditional_gen1,USDCAD,H1,229,1,0.1776,-3364.56,-2.523,0.663,34.23,0.288,ok
454,factory_hyb_ema_macd_v1,hybrid_gen1,NZDUSD,H1,408,1,0.177,-1369.92,-0.401,0.926,22.23,0.299,ok
455,factory_trad_ema_crossover_v1,traditional_gen1,NZDUSD,H1,408,1,0.177,-1369.92,-0.401,0.926,22.23,0.299,ok
456,factory_hyb_ema_macd_v1,hybrid_gen1,GBPUSD,H1,418,1,0.1769,-2511.62,-0.834,0.888,33.96,0.294,ok
457,factory_trad_ema_crossover_v1,traditional_gen1,GBPUSD,H1,418,1,0.1769,-2511.62,-0.834,0.888,33.96,0.294,ok
458,factory_hyb_keltner_adx_v1,hybrid_gen1,USDCAD,H4,39,0,0.1762,-728.32,-2.282,0.713,14.86,0.282,ok
459,factory_trad_cci_meanrev_v1,traditional_gen1,GBPUSD,H4,237,1,0.1752,-185.66,-0.033,0.986,23.78,0.481,ok
460,factory_trad_sr_bounce_v1,traditional_gen1,USDCHF,H1,564,1,0.1748,-2321.3,-0.586,0.92,40.35,0.429,ok
461,factory_hyb_macd_ema_trend_v1,hybrid_gen1,USDCAD,H1,195,1,0.1739,-3454.08,-2.969,0.618,39.64,0.272,ok
462,factory_trad_macd_cross_v1,traditional_gen1,EURUSD,H1,906,1,0.173,-1992.77,-0.282,0.953,42.07,0.342,ok
463,factory_hyb_ema_macd_v1,hybrid_gen1,EURUSD,H1,418,1,0.1725,-944.66,-0.211,0.96,36.02,0.301,ok
464,factory_trad_ema_crossover_v1,traditional_gen1,EURUSD,H1,418,1,0.1725,-944.66,-0.211,0.96,36.02,0.301,ok
465,factory_trad_rsi_trend_v1,traditional_gen1,GBPUSD,H4,193,1,0.1717,-1791.25,-1.315,0.798,31.25,0.316,ok
466,factory_trad_roc_momentum_v1,traditional_gen1,USDCHF,H1,1,0,0.1712,-100.0,0.0,0.0,1.0,0.0,ok
467,factory_trad_roc_momentum_v1,traditional_gen1,EURUSD,H1,1,0,0.1711,-100.0,0.0,0.0,1.0,0.0,ok
468,factory_trad_keltner_breakout_v1,traditional_gen1,NZDUSD,H1,301,1,0.1698,-912.97,-0.299,0.942,23.95,0.375,ok
469,factory_trad_bb_breakout_v1,traditional_gen1,USDCAD,H1,272,1,0.1689,-1687.48,-0.793,0.873,24.07,0.338,ok
470,factory_trad_sma_crossover_v1,traditional_gen1,USDCHF,H4,130,1,0.1689,-1705.65,-1.873,0.738,24.51,0.308,ok
471,factory_trad_donchian_breakout_v1,traditional_gen1,GBPUSD,H4,124,1,0.1687,-1394.72,-1.421,0.788,28.64,0.298,ok
472,factory_trad_keltner_breakout_v1,traditional_gen1,USDCHF,H1,330,1,0.1666,-1765.86,-0.627,0.901,24.75,0.348,ok
473,factory_trad_keltner_breakout_v1,traditional_gen1,USDCAD,H4,44,0,0.1661,-851.02,-2.422,0.696,17.65,0.273,ok
474,factory_hyb_psar_macd_v1,hybrid_gen1,AUDUSD,H1,324,1,0.165,-714.64,-0.177,0.958,25.09,0.34,ok
475,factory_trad_adx_trend_v1,traditional_gen1,EURUSD,H1,491,1,0.163,-2162.58,-0.576,0.918,37.79,0.336,ok
476,factory_trad_sma_crossover_v1,traditional_gen1,AUDUSD,H1,456,1,0.1624,-745.27,-0.137,0.969,28.71,0.353,ok
477,factory_hyb_stoch_trend_v1,hybrid_gen1,USDCHF,H1,238,1,0.1571,-1406.27,-0.782,0.885,26.4,0.395,ok
478,factory_trad_sma_trend_v1,traditional_gen1,USDCAD,H1,531,1,0.1565,-2066.39,-0.617,0.883,30.31,0.245,ok
479,factory_trad_roc_momentum_v1,traditional_gen1,USDCHF,H4,7,0,0.1557,-344.0,-7.08,0.354,4.35,0.143,ok
480,factory_trad_donchian_breakout_v1,traditional_gen1,USDCHF,H1,457,1,0.1548,-464.55,-0.029,0.981,30.92,0.352,ok
481,factory_hyb_macd_ema_trend_v1,hybrid_gen1,EURUSD,H1,363,1,0.1533,-701.07,-0.155,0.967,27.1,0.322,ok
482,factory_trad_bb_meanrev_v1,traditional_gen1,USDCHF,H1,606,1,0.1526,-1046.68,-0.179,0.969,31.29,0.455,ok
483,factory_hyb_macd_rsi_v1,hybrid_gen1,EURUSD,H1,437,1,0.1519,-150.15,0.048,0.994,28.39,0.32,ok
484,factory_hyb_macd_rsi_v1,hybrid_gen1,GBPUSD,H1,453,1,0.1491,-711.01,-0.122,0.965,30.25,0.322,ok
485,factory_hyb_macd_ema_trend_v1,hybrid_gen1,GBPUSD,H1,392,1,0.1489,-830.9,-0.188,0.955,30.66,0.332,ok
486,factory_trad_cci_meanrev_v1,traditional_gen1,NZDUSD,H1,894,1,0.1399,-571.85,-0.021,0.989,38.78,0.499,ok
487,factory_trad_sma_crossover_v1,traditional_gen1,GBPUSD,H1,444,1,0.1397,-2263.59,-0.688,0.903,35.0,0.338,ok
488,factory_trad_stochastic_v1,traditional_gen1,USDCHF,H1,784,1,0.1392,-1375.5,-0.204,0.968,38.61,0.483,ok
489,factory_trad_cci_meanrev_v1,traditional_gen1,USDCHF,H1,942,1,0.1389,-1707.13,-0.231,0.962,30.07,0.492,ok
490,factory_hyb_psar_macd_v1,hybrid_gen1,NZDUSD,H1,319,1,0.137,-1332.51,-0.445,0.918,31.81,0.339,ok
